,English,Spanish
9481,"Mr President, I would like to point out that I voted for this report on sustainable urban development, known as URBAN.","Señor Presidente, quería recordar que he votado a favor de este informe sobre el desarrollo urbano sostenible, llamado URBAN."
9482,You said that the precautionary principle should not be used as a disguised trade barrier.,Usted ha dicho que el principio de precaución no debe ser utilizado como una barrera comercial encubierta.
9483,That concludes Questions to the Council.,El turno de preguntas al Consejo queda cerrado.
9484,"As the Commissioner said, and I agree with him, it is a matter of political decision.","Como ha dicho el Comisario, y estoy de acuerdo con él, es una cuestión de decisión política."
9485,I think it would be appropriate to begin thinking about these things before disasters happen.,Creo que es oportuno comenzar a pensar en estas cosas antes de que se produzcan los desastres.
9486,"Mr President, I hold Mr Florenz in high esteem.","Señor Presidente, tengo en alta consideración al Sr. diputado Florenz."
9487,"The Council, Commission and Parliament are all agreed on the content but there is disagreement on the transitional period for implementing the directive.","En este asunto hay acuerdo entre el Consejo, la Comisión y el Parlamento por lo que respecta al contenido; hay desacuerdo, sin embargo, en cuanto al período transitorio para la aplicación práctica de la directiva."
9488,"Madam President, I hope that it is a good omen that there are still a few i's left for me to dot.","Señora Presidenta, ojalá esta oportunidad que se me ofrece de resaltar aún algunos puntos al final del debate sea un buen augurio."
9489,I hope that all political groups will support us in our request for a public hearing.,Espero que todos los Grupos políticos quieran apoyarnos en esta petición de audición pública.
9490,"When it comes to the demands made on the Intergovernmental Conference agenda, it is the call for there to be clear delimitation of competences that should take centre stage.","Como parte de lo que esperamos de los trabajos de la Conferencia Intergubernamental, una petición central debería ser justamente que se delimiten de manera clara las competencias."
9491,It will be headed by a professionally qualified member of the audit profession and its independence must and will be guaranteed through a new provision to be added in the financial regulation.,Sería dirigido por un miembro profesionalmente cualificado del mundo de la auditoría y su independencia debe y será garantizada por un nuevo precepto que deberá añadirse al Reglamento financiero.
9492,"Well, we are coming to an end of the zoning phase.",Hemos terminado con la división en zonas.
9493,This has now been done.,Ya la tenemos.
9494,Have you stopped to ask whether or not we will also be responsible for the way in which the political situation unfolds from now if we set ourselves up to pass judgement on it here?,¿Se han planteado en alguna ocasión la pregunta de si no tenemos también una responsabilidad por la posterior evolución de la situación política en Austria cuando nos erigimos aquí en jueces?
9495,Some may think that the budgetary point should be looked at in due course.,Algunos podrán pensar que el aspecto presupuestario debería estudiarse a su debido tiempo.
9496,"The agreement with Macedonia should partly compensate for the damage which this country incurred following the boycott we instituted against Serbia, which is at no cost to us but costs Serbia' s neighbouring states all the more.","El acuerdo con Macedonia debe, así mismo, contemplar una compensación por el daño causado a este país por el boicot que hemos impuesto a Serbia, que no nos cuesta nada, pero sí mucho a los que rodean a ese país."
9497,Mr Fruteau stated just now that the fruits of growth were distributed inequitably.,"Hace unos momentos, el Sr. Fruteau afirmaba que los beneficios del crecimiento se reparten desigualmente."
9498,This is all I can say.,"Ésta es la respuesta, Señoría, que puedo darle."
9499,Could the Commission look at this particular situation in relation to the agreement that was signed with the UK Government?,¿Podría la Comisión analizar la situación relativa al acuerdo firmado con el Gobierno del Reino Unido?
9500,Here there are three elements I would like to contribute.,He aquí tres elementos con los que quisiera contribuir.
9501,"In view of this concentration on a limited number of projects, the publication and dissemination of the results of the new URBAN Community Initiative will perhaps be particularly important to achieve a multiplier effect.","Habida cuenta de esta concentración en un número limitado de proyectos, la publicación y difusión de los resultados de la nueva iniciativa comunitaria URBAN juega en ese caso quizá un papel importante en la obtención de un efecto multiplicador."
9502,I think that the report drawn up by the Wise Men has been useful and I think that it is also useful for this Parliament - as already stated by Mrs Morgan - that we ourselves should ask for expertise from outside for once to see how our administration is run.,"Creo que el informe de los Sabios ha resultado un informe útil, así como creo que también es útil para este Parlamento -ya lo ha señalado la Sra. Morgan- que, nosotros mismos, pidamos a expertos independientes que investiguen cómo funciona nuestra administración."
9503,"I should just like to make three comments which Commissioner Patten will perhaps see as similar but which, for various reasons, a Member can formulate more openly.",Sólo quiero realizar tres observaciones que quizás sean consideradas de modo similar por el Comisario Patten pero que por diversos motivos no se han podido formular del modo tan abierto como han hecho algunos diputados.
9504,The Commission is to do its job and give proper attention to the issue before we come back with an assessment of what needs to be done.,La Comisión hará su trabajo y realizará minuciosos estudios antes de emitir un juicio sobre lo que se debe hacer.
9505,"It is based on three strands. strand A organises cross-border cooperation between regional and local authorities in border regions, at both internal and external borders of the European Union, on the basis of joint cross-border development strategies which Member States' local and regional authorities are responsible for implementing. strand B governs transnational cooperation between national, regional and local authorities in various Member States or applicant countries regarding regional development, transport networks and the environment.","Se basa en tres aspectos : el capítulo A, que organiza la cooperación transfronteriza entre las colectividades territoriales de las regiones fronterizas, interiores y exteriores a la Unión europea, a partir de estrategias comunes de desarrollo cuya puesta en práctica depende de los Estados miembros y de los poderes locales y regionales; el capítulo B prevé una cooperación transnacional entre autoridades nacionales, regionales y locales, en varios países miembros o candidatos a la adhesión a la Unión Europea, dentro de los ámbitos de la ordenación del territorio, de las redes de transporte y del medio ambiente."
9506,We in Parliament strongly support the Middle East peace process.,Desde el Parlamento apoyamos enérgicamente el proceso de paz en Oriente Medio.
9507,"In many ways, they share the same interests and the same insights.",Comparten en muchos temas los mismos intereses y los mismos puntos de vista.
9508,"From that standpoint, it is useful that the Commission' s work programme comes back to the issues of Agenda 2000, the common agricultural policy, which includes fishing, and secondly, the activities of the structural funds.","Desde este punto de vista será útil que el programa de trabajo de la Comisión retome los temas de la Agenda 2000, la Política Agrícola Común, en la que está incluida la pesca, y en segundo lugar, la actividad de los Fondos estructurales."
9509,"Although such measures can never be an alternative for good management, they must be an escape valve when something goes wrong.",A pesar de que tales medidas no pueden ser nunca una alternativa a una correcta gestión deben constituir una válvula de escape para cuando las cosas no funcionen bien.
9510,"This is a Europe of regions in which the regions, which are weaker than the nation states, will easily submit to Brussels.","Es la Europa de las Regiones, que, menos fuertes que nuestros Estados-nación, se someterán con facilidad a Bruselas."
9511,"I would like to express my delight, with you, at this pleasing outcome. In spite of a budget situation which does not match up to our ambitions, these results will now enable us to approach the future positively and I would like to pick up on what Mr Gargani has just said, that the Commission made a statement regarding a mid-term assessment.","Quisiera congratularme junto con Sus Señorías de estos satisfactorios resultados que, pese a una situación presupuestaria que no está a la altura de nuestras ambiciones, deben permitirnos considerar el futuro de forma totalmente positiva y quisiera poner de relieve lo que acaba de decir el presidente Gargani: la Comisión ha hecho una declaración sobre la evaluación de mitad de período."
9512,"The negative consequences are well known, the positive ones less so.","Sus efectos negativos son bien conocidos; los positivos, no tanto."
9513,The Member States do not always have sufficient means at their disposal to address this deprivation adequately.,Para abordarlas de forma eficiente no siempre se dispone de recursos suficientes dentro de los Estados miembros mismos.
9514,"Mr President, nine million cars are shredded and scrapped every year in Europe.","Señor Presidente, distinguidas señoras y señores, estimadas colegas, nueve millones de vehículos al año son triturados y convertidos en chatarra en Europa."
9515,"I shall, however, mention the Spanish Socialist Party which has just formed an alliance with the butchers of Albacete and which settled its accounts with Basque nationalists by hiring contract killers.","Pero hablaré del Partido Socialista español, que acaba de hacer un pacto con los carniceros de Albacete, y que arreglaba cuentas con los nacionalistas vascos contratando a asesinos a sueldo."
9516,"Mr President, as a Member from one of the outermost regions, I must point out that this is a very special afternoon as far as regional policy is concerned, because of the debate on two Community initiatives, URBAN and INTERREG.","Señor Presidente, como diputado procedente de una región ultraperiférica tengo que señalar que ésta es una tarde muy especial en lo que a política regional se refiere, y lo digo por el debate de dos iniciativas comunitarias como son URBAN e INTERREG."
9517,There must not be any repetition of cases of parallel projects on both sides of a border.,No se deben repetir casos de proyectos paralelos a uno y otro lado de la frontera.
9518,A question which has also been discussed in the committee is that of the capital contribution to be required from management companies.,Un asunto que también se discutió en la comisión es el concerniente a las exigencias de aportaciones de capital de las sociedades gestoras.
9519,We failed over the last six years to get any compromise or agreement with regard to this matter.,Durante los últimos seis años no alcanzamos ningún compromiso ni acuerdo sobre este asunto.
9520,"Allow me also - listen carefully to what I am saying now, because I have heard this reiterated in the debate - allow me to comment on the issue of vintage and ""cherished"" cars as mentioned in Amendments Nos 3, 7, and 9, section 2, and 35.","Permítanme comentar -escuchen bien lo que les voy a decir, puesto que esto se ha repetido en el debate - el asunto de los coches antiguos y de hobby al que aluden las enmiendas 3, 7, 9, segunda parte, y 35."
9521,I would in any case like to congratulate him on his report.,"En cualquier caso, felicidades por su informe."
9522,"As things are at present, the Golan Heights account for between a third and a sixth of Israel's water supply.",En la actualidad Golán suministra entre una tercera y una séptima parte del agua de Israel.
9523,Will you do everything in your power to ensure that such last-minute cancellations do not happen again?,¿Hará todo lo que esté en su mano para garantizar que no se repite este tipo de cancelaciones en el último minuto?
9524,"Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled.","Señor Presidente, esta excelente directiva va a acabar con el abandono de coches viejos, va a estimular el reciclado y, por encima de todo, va a estimular a los fabricantes para que diseñen automóviles que puedan ser reciclados fácilmente."
9525,In committee we thought that it was necessary for the economic and social regeneration of urban areas to go hand-in-hand with the creation of an atmosphere of tolerance towards minorities and therefore for measures designed to reduce racism and xenophobia to be an integral part of programmes to be funded by URBAN.,"En la comisión hemos considerado necesario que una reanimación económica y social debe ir acompañada de la creación de una atmósfera de tolerancia frente a minorías, de suerte que las medidas que sean apropiadas para reducir el racismo y la xenofobia han de ser una parte integrante de los programas que se financien en el marco de URBAN."
9526,"Mr President, since 1996, the discharge has acquired a heavy, political significance.","Señor Presidente, la aprobación de la gestión ha adquirido un importante significado desde 1996."
9527,Did these firms need state aid to survive?,¿Necesitaban estas empresas ayudas estatales para sobrevivir?
9528,Nor can we ignore the value of such a decision in demonstrating the consistency and autonomy of the European Union and the fact that it does not bow to pressure from any quarter.,"Tampoco puede ignorarse el valor de una decisión como la que propongo, como prueba de la coherencia y de la autonomía de la Unión Europea y de su no supeditación a presión alguna."
9529,"However, the main concern remains ...","Sin embargo, la preocupación fundamental sigue siendo..."
9530,"Mr Wurtz, in no way can it be said that the Council is maintaining an ambiguous silence about this issue: the Council assumes total responsibility for its interpretation of the situation in Cyprus.","No hay a ese respecto, señor Wurtz, silencio equívoco alguno por parte del Consejo: el Consejo asume a ese respecto toda la responsabilidad en la interpretación que hace de la situación que se vive en Chipre."
9531,The investment needs to be visionary.,Las inversiones han de tener una orientación visionaria.
9532,"The third observation is that as regards the four issues on which the specific statement focuses, which relate to paid work, the sustainability of pension systems, social convergence and lastly quality in health care, there is a horizontal approach to the issue of women because in each of these categories - as the speakers said - there are special problems relating to women and those problems should in many cases be addressed by separate policies.","La tercera observación es que, en los cuatro temas en los que se centra la comunicación en concreto, que conciernen al trabajo asalariado, a la sostenibilidad de los sistemas de pensiones, a la inserción social y, finalmente a la calidad en la salud, hay una confrontación horizontal del tema de las mujeres, porque en cada una de estas categorías - como han referido las Sras. diputadas - hay problemas especiales que afectan a las mujeres, y estos problemas deberán solucionarse en muchos casos con políticas especiales."
9533,"Madam President, I shall speak against this proposal on the grounds of a principle which I consider absolutely vital with regard to observance of the Treaties, and with particular regard to Article 7 of the Treaty of Amsterdam.","Señora Presidenta, voy a intervenir en contra, en efecto, por una razón de principio que me parece totalmente esencial y tiene que ver con la observancia de los Tratados y, en particular, del artículo 7 del Tratado de Amsterdam."
9534,"After the lucid and closely reasoned explanation of this approach presented by both Mr Amado and Mr Nielson, I would like to note that we are very much looking forward to the proposals, not only by Mr Nielson, but by the entire Commission, in order to make the policy coherent as a whole.","Tras las clarísimas y perspicaces explicaciones sobre esta cuestión de tanto el Sr. Amado como el Sr. Nielson, quisiera señalar que esperamos con impaciencia las propuestas de la Comisión para que la política en su conjunto sea coherente. No sólo, por tanto, del Comisario Nielson, sino de toda la Comisión."
9535,"Although there is much that is good about the new directive, it is nonetheless not without its defects.","A pesar de que esta nueva directiva tiene muchas virtudes, también tiene muchos defectos."
9536,If you do not have a certificate then you are not allowed to operate the vehicle.,"Si no se obtiene el certificado, el vehículo no puede circular."
9537,The intention of Florenz and Lange in their amendments is obvious: to sabotage the directive!,Lo que pretenden Florenz y Lange con sus enmiendas está muy claro: ¡hay que cargarse la directiva!
9538,Both savers and the industry need modernised regulations for the whole of Europe.,Los inversionistas y la industria necesitan reglas más modernas en toda Europa.
9539,"It is today an area for the free movement of goods and persons, in which there are no frontiers to crime, but in which significant barriers still exist to those whose duty it is to combat crime.","Actualmente, es un espacio de libre circulación de bienes y de personas, en el cual no existen fronteras para la delincuencia, pero donde, por el contrario, continúan existiendo barreras difícilmente superables por aquellos que tienen la tarea de luchar contra ella."
9540,Social protection should be based on the principle of national and Community preferences.,La protección social debe fundarse en el principio de preferencia nacional y comunitaria.
9541,"Does the President of the Council not think that we should stop talking and implement tough measures in this area, bearing in mind that we now have the means to control this type of oil tanker on the high seas?","¿No cree el Sr. Presidente del Consejo que hay que dejar la reflexión y empezar a tomar medidas duras en esta materia, teniendo en cuenta que hoy disponemos ya de los medios para controlar ese tipo de petroleros en alta mar?"
9542,"Madam President, an omission appears to have been made. In the list of tabled motions for a resolution which you have just read out, no mention is made of the compromise motion tabled jointly by the PSE, ELDR, GUE/NGL and Greens/EFA Groups and by Mrs Kuntz and Mr Coûteaux.","Señora Presidenta, parece que se haya producido un olvido y que, en la lista de resoluciones presentadas, que acaba usted de mencionar, no se haya tenido en cuenta la propuesta de resolución de compromiso común al PSE, a los Liberales, al GUE, a los Verdes, y a la señora Kuntz y al Sr. Coûteaux."
9543,"Secondly, it will be important to approach development policies from a different angle in this context, taking advantage of their capacity for correcting imbalances and reducing inequality.","En segundo lugar, con esas miras sería importante dar otra dimensión a las políticas de desarrollo, valorizando su papel en la corrección de desequilibrios, en la atenuación de desigualdades."
9544,"No, there must be no undermining of OLAF' s authority, and neither do I think this was the rapporteur' s intention.","No, esto no debe minar la autoridad de la OLAF y yo creo que tampoco es esta la intención de la ponente."
9545,It is about a Commission which is no more.,El asunto afecta a una Comisión que ya no existe.
9546,We cannot simply forge ahead with something that in the past has shown itself to be inappropriate and wrong-headed.,No podemos contentarnos con dar continuidad en lo esencial a algo que ha resultado insuficiente y erróneo en el pasado.
9547,This is an urgent duty for the EU.,Es una obligación para la UE.
9548,"One of the main differences in the comparison made recently between Europe and the United States was not so much job mobility or risk capital, as women' s involvement in economic life, an issue that has much more prominence in the United States than in Europe.","Una de las grandes diferencias en la comparación que se ha hecho en este período entre Europa y los Estados Unidos no es tanto la movilidad laboral o el problema del capital riesgo, cuanto más bien la participación de la mujer en la vida económica, una participación que en los Estados Unidos reviste una importancia muy diferente de la que tiene en Europa."
9549,"Nevertheless, the storms that took place in the last week of December showed us what the consequences can be and that there are major problems in store for us.","Aun así, los temporales de la última semana de diciembre demostraron cuáles pueden ser sus consecuencias y que todavía pueden causarnos grandes problemas."
9550,"It is very clear, however, that parts of the Commission services are already very stretched.","Está muy claro, no obstante, que algunos sectores de los servicios de la Comisión ya se despliegan hasta el límite."
9551,"Moreover, I have been informed that the Commission has approved a report - today of all days - on the reform of the Commission which will be distributed for further consultation to the various institutions and also to our Parliament, I hope. Might Mr Kinnock be able to throw some light on the matter this evening?","Además, tal como me han dicho, la Comisión acaba de adoptar hoy un informe sobre la reforma de esa institución, que será remitido a las distintas instituciones, también al Parlamento, espero, a fin de realizar una consulta ¿Podría el Sr. Kinnock desvelar ya algo esta tarde?"
9552,It is all about the need for modernisation and the future viability of the European competition policy.,Este tema de fondo es la necesidad de una modernización y la futura idoneidad de la política de competencia europea.
9553,"On the other hand, we think it is important - and this is also linked with the way in which the European Union relates to the heart of this matter - that an exchange of information between the Commission and the Cypriots in the north of the island should be encouraged. This would not, let me make this quite clear, imply any kind of formal recognition.","Por otro lado, nos parece importante -también en relación con el propio modo como la Unión Europea aborda lo esencial de esa cuestión- que se aliente el intercambio de informaciones entre las Comisión y los chipriotas del norte de la isla, sin que eso signifique -debe quedar claro- tipo alguno de reconocimiento de carácter oficial."
9554,"We must argue for equality of the sexes, the famous 'gender mainstreaming' , which is one of the least developed questions in the Prodi Commission' s programme.","Hay que afirmar la igualdad de sexos, el famoso gender mainstreaming, que es uno de los temas menos desarrollados en el programa de la Comisión Prodi."
9555,Specific directives will then be adopted within this framework.,A continuación se adoptarán directivas específicas en el seno de este marco.
9556,Rural areas make up over 80% of the EU' s territory and 25% of the population live in them.,Los territorios rurales constituyen más del 80% de la superficie de la UE y en ellos vive el 25 % de la población.
9557,I would ask him to be brief.,Le ruego que sea breve.
9558,"As regards the volume of the next EDF, the EU has made its financial proposal.","En cuanto a la cuantía del próximo FED, la UE ha formulado ya su propuesta financiera."
9559,I am particularly intrigued by how the Commission considers bringing this about.,Me intriga sobremanera cómo piensa materializarlo la Comisión.
9560,"Mr President, Commissioner, Mr Böge' s report on measures to prevent TSE diseases is based on the proposals of the European Parliament' s temporary BSE Committee.","Señor Presidente, señor Comisario, el informe del Sr. Böge sobre las medidas para combatir la tembladera -enfermedades EET- forma parte de las cuestiones que se basan en las propuestas presentadas por la comisión provisional EEB del Parlamento Europeo."
9561,"The European Union seems to me to have finally emerged from the old paternalist, or frankly neo-colonialist, logic where those giving aid are all too eager to start giving lessons, following a formula our friend Michel Rocard is so keen on.","Me parece que la Unión Europea salió por fin de la vieja lógica paternalista, y a decir verdad, neocolonialista, de los proveedores de fondos que se convierten fácilmente en aleccionadores, según una fórmula tan del gusto de nuestro amigo Michel Rocard."
9562,"What of the human rights of the millions of French people who voted for the National Front and who are deprived of any political representation and vilified daily, as they were on Monday on the television channels of the state to which they are required to pay taxes, when the simple expression of justifiably exasperated views by one of our colleagues, Mr Le Pen, is used as a pretext for iniquitous condemnation, in violation of the law and in violation of all notions of justice, fairness and morals, and when attempts are made, in violation of the clearest legislation, to deprive this representative of millions of our fellow citizens of the mandate which he has been given by their vote, not received as a favour from the government.","Cuáles son los derechos humanos de los millones de electores franceses del Frente Nacional, privados de toda representación política, vilipendiados a diario, como ocurrió todavía el lunes, en las televisiones estatales que deben pagar con sus impuestos, cuando la simple expresión legítimamente exasperada de uno de nuestros colegas, el Sr. Le Pen, sirve de pretexto a condenaciones ínicas, violando el derecho, violando la justicia, la equidad y la moral y que hoy se pretenda, contra los textos más claros, privar a ese representante de nuestros millones de conciudadanos del mandato que debe a sus votos y no a los favores del poder."
9563,"This is an appeal to the majority of Austrians who have not voted for Haider, who have voted for the clearly democratic options, committed to Europe, and I must point out that Mr Schüssel may have been Minister for Finance, but Chancellor Vranitzky also contributed to Austria' s integration process.","Un llamamiento a la mayoría del pueblo austríaco que no ha votado a Haider, que ha votado opciones claramente democráticas, comprometidas con Europa -y tengo que señalar que si el Sr. Schüssel era ministro de Hacienda, el canciller Vranitzky también echó una mano en el proceso de integración de Austria."
9564,"The safety factor in this type of project, and I am speaking as an engineer, has nothing to do with increasing safety levels in relation to the risk of collapse by a factor of ten or twenty.",El coeficiente de seguridad en obras de semejantes características -y hablo como ingeniero- no tiene relación con el aumento 10 ó 20 veces de los niveles de seguridad contra el colapso.
9565,It sets environmental parameters close to zero.,Fija proporciones en el medio ambiente próximos de cero.
9566,"As Mr Simpson has said very correctly, this is a process which we can never take for granted or regard as having come to an end.","Y como muy bien ha dicho el Sr. Simpson, nunca se puede dar por sentado o por adquirido o por culminado el proceso."
9567,"First of all, the Sharm el-Sheikh Agreement contains, as everyone knows, a concrete timetable for the implementation of Israel' s commitments. This applies both to the interim agreement and to the Hebron and Wye Agreements.","En primer lugar, el acuerdo de Sharm el-Sheikh contiene un calendario concreto, conocido por todos, para el cumplimiento de los compromisos de Israel; se trata del pacto de transición y de los acuerdos de Hebron y de Wye."
9568,"As Amendment No 18 refers to Directive 96/71 concerning the minimum wage which is already in force, no change is necessary.","La enmienda 18 se refiere a la directiva 96/71 en materia de salarios mínimos que ya se aplica, de modo que ya no es necesaria una modificación."
9569,"Clarification of this kind is missing from the report, which is unfortunate.","En el informe no hay una aclaración en este sentido, cosa que lamentamos."
9570,"I think, therefore, that paragraph 7 contains something very central, i.e. that EQUAL will be used as a testing ground for developing and promoting new ways of delivering employment policies.","Dice: ""EQUAL será empleado como laboratorio de prueba para el desarrollo y la gestión de nuevos métodos para la puesta en marcha de políticas de empleo"" ."
9571,I think it is the right of a Member of Parliament to raise his own concerns and fears.,Creo que todo diputado al Parlamento está en su derecho de manifestar sus propias preocupaciones y miedos.
9572,"I have already referred to the regional and savings bank sector, but I would just like to focus on a matter one hears again and again in certain quarters.","Ya me he mencionado el sector de los bancos y cajas de ahorro locales, pero ahora quisiera situar en un primer plano lo que continuamente se repite desde diferentes sectores."
9573,"If this comes to nothing, then the government has to step in.","Si esta apuesta falla, la administración debe intervenir."
9574,"Just as elderly people in cities are very isolated, so the elderly are fast becoming the sole inhabitants of rural areas because young people are moving to the cities: they are drawn by the bright lights, and the pubs, and the countryside and rural areas are being emptied.","Del mismo modo que las personas mayores se encuentran muy solas en las ciudades, las personas mayores están convirtiéndose en la única población en las zonas rurales, porque los jóvenes se marchan a las ciudades: las luces les fascinan, las cervecerías también, y el campo y las zonas rurales se quedan vacíos."
9575,This makes the large number of amendments and far too long a wish list of possible tasks all the more astonishing.,Tanto más chocantes son el alto número de enmiendas y la lista demasiado larga de deseos sobre posibles tareas.
9576,"However, I feel very strongly that as water is life and access to clean drinking water is a basic human right, this directive must allow for a basic domestic water provision free of charge, a quota per household for drinking, cooking and sanitation.","No obstante, creo firmemente que puesto que el agua es vida y el acceso a agua limpia es un derecho humano fundamental, esta directiva debe hacer posible la provisión gratuita de agua para el consumo doméstico, una cuota por vivienda para beber, cocinar y para la higiene."
9577,I am very glad to know that I can count on your support here.,Me alegra mucho saber que puedo contar con su apoyo en este sentido.
9578,"The fact that it did not establish a genuine procedure, that it did not establish time limits, that it did not regulate access for interested parties to the files, or that the right to defence was not properly recognised, were factors which led to the unanimous demand for reform.","El hecho de que no fijara un auténtico procedimiento, que no se establecieran plazos, que no se regulara el acceso de los interesados al expediente o no se reconocieran adecuadamente los derechos de la defensa, eran motivos que provocaban la unanimidad en la petición de reforma."
9579,"Everything is done to make the lines of responsibility, the identity of the owners and real decision-makers as impenetrable as possible.",Se hace todo lo posible para volver lo más opaca posible la concatenación de las responsabilidades y la identidad de los propietarios y de quienes de verdad deciden.
9580,"This is why I frequently get so worked up, but not over the Council of Ministers.","Por ello me altero con tanta frecuencia, si bien no sobre el Consejo de Ministros."
9581,"What I proposed to you, and what I still say, is that the Commission will make a statement, in the Council Decision, something like this:","Lo que le propuse, y le repito ahora, es que la Comisión hará una declaración, en la decisión del Consejo, del siguiente tenor:"
9582,The unfettered rise in prices of financial assets and property means that the risks are on the increase.,El incremento descontrolado de los activos financieros e inmobiliarios significa que los riesgos están también en alza.
9583,They may also adopt alternative conditions for transportation of a local nature and for ad hoc transportation.,Asimismo pueden adoptar disposiciones diferentes para el transporte de carácter local y para los transportes ad hoc.
9584,UCITS are a success story within the European Union.,Los OICVM son todo un éxito en la Unión Europea.
9585,My last point concerns the future Palestinian State.,Mi último punto es el futuro estado palestino.
9586,I hope that we will soon be able to agree a code of conduct on relations between our institutions which will include updated rules on access to documents.,Confío en que pronto podamos acordar un código de conducta para las relaciones entre nuestras instituciones que incluya normas actualizadas sobre el acceso a documentos.
9587,"I welcome the legal base being set and the comprehensive way the new rules will, I hope, address this situation.","Saludo el fundamento jurídico que se ha establecido y el enfoque tan integral de las nuevas disposiciones que, espero, permitirán corregir esta situación."
9588,"This question does not challenge the efforts made by the Member States who wish to bring their viewpoints on foreign policy into line and to display a united front against violations of human rights elsewhere, for example in China.","No me refiero con esta pregunta a lo que cuesta a los Estados miembros acomodar sus posturas respecto de la política exterior y seguir una línea común en cuanto a las violaciones de los derechos humanos en diferentes partes del mundo, por ejemplo, China."
9589,"In addition to the bilateral meetings with Syria, I hope that Israel will also enter into negotiations with Lebanon within the foreseeable future and that, in the framework of economic and regional cooperation, a multilateral approach will appear possible.","Además de los encuentros bilaterales con Siria, espero que, en un plazo de tiempo previsible, Israel inicie también negociaciones con Líbano y que, en el marco de la cooperación económica y regional, sea posible adoptar un enfoque multilateral."
9590,(SV) We are pleased that a limited agenda has been established for the Intergovernmental Conference at the Helsinki Conference.,(SV) Nos satisface que en Helsinki se haya fijado un temario limitado para la Conferencia Intergubernamental.
9591,This does not conflict with a financing model involving the building up of funds.,Esto no se opone a un modelo de financiación mediante la creación de fondos.
9592,We therefore must not leave it out of innovative and pilot Community programmes which will allow the new geographical and economic map of Europe to be defined.,No dejemos de lado programas comunitarios innovadores y pilotos que permiten definir el nuevo mapa geográfico y económico de Europa.
9593,"The Erika, a vessel flying a Maltese flag, a floating rust bucket, classed amongst the most dangerous type of oil tankers, has contaminated more than 400 km of our coastline, a case of pollution even worse than that caused by the Amoco Cadiz.","El Erika, buque que enarbolaba pabellón maltés, pecio ambulante clasificado entre los petroleros más peligrosos, ha mancillado nuestras costas a lo largo de más de 400 kilómetros, lo que representa una contaminación mucho más grave que la provocada por el Amoco Cádiz."
9594,"Next, we have flags of convenience.","Además, los pabellones de conveniencia."
9595,"You have the fine, charming idea that the outcome and the benchmark for your policy and for your five-year programme will be the result of the elections, or rather the turnout at the next European elections.",Usted ha planteado la buena y sugerente idea de que una medida del resultado y la evaluación de su política y de su programa quinquenal podrían ser los resultados y el nivel de participación en las próximas elecciones europeas.
9596,We recognise that most of the officials within the Commission are extremely hard-working.,Reconocemos que la mayoría de los funcionarios de la Comisión son excelentes trabajadores.
9597,"In point 14, Parliament calls on the Commission to submit an evaluation report on LEADER II immediately.",En el punto 14 el Parlamento insta a la Comisión a que presente sin demora un informe acerca de la evaluación del LEADER II.
9598,This has been an environmental disaster as well as a deplorable waste of resources.,Ha sido un desastre medioambiental y un deplorable desperdicio de recursos.
9599,Genetically modified additives must also be clearly identified in feedingstuffs in order to allow the end-consumer to choose food without GMO components or based on GMO components and to guarantee this.,También hay que identificar claramente los aditivos genéticamente modificados en los alimentos para animales a fin de permitir y garantizar al consumidor final la posibilidad de elegir un alimento sin OGM o basado en los OGM.
9600,"Ladies and gentlemen, none of us must forget what has taken place.","Señorías, no deberíamos, unos y otros, perder la memoria."
9601,How do we implement what the Treaties say in all those words about development assistance programmes?,¿Cómo podemos llevar a la práctica todo lo que los Tratados dicen tan detalladamente acerca de los programas de asistencia para el desarrollo?
9602,We will launch this dialogue on 8 March in Brussels in the presence of 700 young Commission stagiaires.,"Lanzaremos ese diálogo el 8 de marzo próximo en Bruselas, delante de 700 jóvenes que están haciendo prácticas en la Comisión."
9603,For years we have been told over and over that the economy must be liberalised.,Durante años se nos ha repetido que es preciso liberalizar la economía.
9604,We have opened this chapter with the White Paper on Food Safety: we now need to make significant headway in the environment sector.,Hemos comenzado este capítulo con el Libro Blanco sobre la seguridad alimenticia: ahora tenemos que dar grandes pasos en el ámbito del medio ambiente.
9605,"We must create forms of motive power which are not damaging to health and which are of such a kind that we can deal with the relevant waste, recycle materials and compete by means of environmentally friendly and fuel-efficient cars.","Tenemos que crear estímulos sanos, que nos hagan ocuparnos de los desperdicios, reciclar los materiales y competir con coches económicos y respetuosos del medio ambiente."
9606,"The French text contains the word ""refuse"" and the English text the word ""shall"" , which means that the Commission is to keep secret such information as is today available to the public, for example in my own country.","En el texto francés se habla de ""refuse"" , en el inglés de ""shall"" , lo que significa que la Comisión ocultará informaciones que hoy son públicas, por ejemplo, en mi país."
9607,I wonder why it is that the structural funds are not employed more efficiently.,"Por consiguiente, me pregunto a qué se debe que los recursos de los Fondos estructurales no se hayan utilizado de manera eficiente."
9608,First of all: who should pay?,En primer lugar: ¿quién pagará?
9609,"Madam President, I would like to congratulate Mr Prodi and the Commission on their government policy statement.","Señora Presidenta, quisiera felicitar al Señor Prodi y a la Comisión por su declaración de gobierno."
9610,Mr Kinnock will present his proposal next month.,El Sr. Kinnock presentará su propuesta el próximo mes.
