,English,German
9100,"It is, of course, the responsibility of policies, and therefore our responsibility, to guarantee the safety of sea transport.","Natürlich liegt es in der Verantwortung der Politiker, also in der unseren, die Sicherheit der Seefahrt zu garantieren."
9101,"As a lack of coherence, one can cite as Mrs Sandbæk did, the exporting of milk products to Jamaica at prices far below production costs there which has almost ruined the Jamaican dairy industry.","Als Beispiel für mangelnde Kohärenz könnte man, wie es Frau Sandbæk getan hat, den Export von Milchprodukten nach Jamaika anführen, die dort weit unter den Produktionskosten verkauft werden und fast zum Ruin der jamaikanischen Milchindustrie geführt haben."
9102,"It was never the responsibility of the farmer, it was the food compounders who caused this problem and we have to ensure that it never happens again.","Der Landwirt trägt keine Schuld, das Problem wurde von den Futtermittelherstellern ausgelöst, und wir müssen dafür sorgen, daß das nie wieder passiert."
9103,"Mr President, ladies and gentlemen, please excuse my late arrival, but this other political issue is still on the agenda today, more is the pity.","Herr Präsident, Kolleginnen und Kollegen! Ich bitte, meine Verspätung zu entschuldigen, aber heute ist leider Gottes dieses andere politische Thema immer noch auf der Tagesordnung."
9104,"My question, which has not been answered, is why, when the European Parliament is looking to increase appropriations to fund cultural programmes within the European Union, the Council and the Commission are cutting back on appropriations and at times cutting them out altogether.","Meine Anfrage, die bisher nicht beantwortet worden ist, lautet, warum der Rat, und übrigens auch die Kommission, die vom Europäischen Parlament geforderten höheren Mittel zur Finanzierung der Programme der Europäischen Union im Kulturbereich gewöhnlich kürzt und bisweilen sogar völlig streicht."
9105,"The Commission report is essentially a descriptive report detailing the development of state aid in the manufacturing sector and certain other sectors, according to various typologies, such as the method of financing and the objectives pursued.","Der Bericht der Kommission trägt im wesentlichen deskriptiven Charakter und beschreibt die Entwicklung der staatlichen Beihilfen im verarbeitenden Gewerbe und in einigen weiteren Sektoren nach verschiedenen Typologien, wie beispielsweise der Art und Weise der Finanzierung und den Zielsetzungen."
9106,"The employment strategy has proved that it can function well and social convergence is also necessary, for our social security systems are facing the same challenges, and in an EMU era, social security systems would otherwise threaten to fall prey to social competition.","Die Beschäftigungsstrategie hat ihre Funktionsfähigkeit bewiesen. Ebenso ist soziale Annäherung vonnöten, weil unsere sozialen Schutzsysteme mit ein und denselben Herausforderungen konfrontiert sind und im Zeitalter der WWU diese Systeme sonst zu einem Element des sozialen Wettbewerbs zu verkommen drohen."
9107,"Here, unfortunately, the European Parliament has bowed to the interests of industry.",Hier hat sich leider das Europäische Parlament den Interessen der Industrie gebeugt.
9108,"Madam President, Mr Prodi, how would you take stock of your policy and work programme, what would your benchmark be, if you had to make direct choices?","Frau Präsidentin! Herr Prodi, wie wäre denn Ihre Bilanz für Ihre Politik, für Ihr Arbeitsprogramm, wie wäre denn Ihr Maßstab, müßten Sie sich direkten Wahlen stellen?"
9109,"In no case, however, are they programmes for the integrated development of the selected areas and they do not create permanent jobs in the countryside because most of the activities there are not productive in nature.","Niemals jedoch geht es um Programme zur umfassenden Entwicklung der ausgewählten Gebiete, und es werden keine Dauerarbeitsplätze auf dem Land entstehen, weil die meisten Maßnahmen nicht produktiv ausgerichtet sind."
9110,"In principle, I believe that in many cases where transport is concerned we should be working towards increased flexibility and country-specific rules.","Ich bin grundsätzlich der Meinung, daß wir in vielen Verkehrsbereichen erhöhte Flexibilität und länderweise Regelungen anstreben sollten."
9111,Specific directives will then be adopted within this framework.,Im Laufe der Zeit werden innerhalb dieses Rahmens spezielle Richtlinien verabschiedet.
9112,But we must look always to subsidiarity.,Wir dürfen jedoch die Subsidiarität niemals aus den Augen verlieren.
9113,This means that any strategy for rural development must be based on agriculture' s internal potential while at the same time developing as many other activities as possible in order to prevent the desertification of the rural world.,"Daher muß jede Strategie zur Entwicklung des ländlichen Raums auf dem endogenen Potential der Landwirtschaft basieren, wenngleich mit der vertikalen und horizontalen Entwicklung anderer Wirtschaftstätigkeiten, um einer Verödung des ländlichen Raums zuvorzukommen."
9114,"As you know, both we and the Council have addressed this issue appropriately. In specific terms, we have been able to find a common language in terms of the mandate given to the Commission for the next round of WTO negotiations, at which this will be a central issue.","Wie Sie wissen, wird diese Frage von uns und vom Rat angemessen behandelt, und es ist vor allem gelungen, bei dem der Kommission übertragenen Mandat für die nächste Verhandlungsrunde der Welthandelsorganisation, bei der dieses Thema im Mittelpunkt stehen wird, eine gemeinsame Sprache zu finden."
9115,"I do not think it appropriate to have to conduct in part the same discussion when Mrs Roth-Behrendt' s report from the Committee on the Environment, Public Health and Consumer Policy is featured in the plenary session.","Ich halte es nicht für zweckmäßig, die gleiche Debatte noch einmal zu führen, wenn der Bericht Roth-Behrendt vom Ausschuß für Umweltfragen, Volksgesundheit und Verbraucherschutz dem Plenum vorgelegt wird."
9116,But let me remind honourable Members that the European Union is no slouch when it comes to financial support for the peace process.,"Ich möchte die Abgeordneten jedoch daran erinnern, daß die Europäische Union den Friedensprozeß bereits jetzt in erheblichem Maße finanziell unterstützt."
9117,But if the Commissioner wishes to offer doctrine or good intentions ...,Aber wenn die Frau Kommissarin eine Meinung darlegen oder eine Absichtserklärung abgeben möchte...
9118,"In particular, we intend that the European Union should maintain a constant profile on this issue, and of course all the more so since Cyprus is a candidate for membership of the European Union with negotiations at a fairly advanced stage. This naturally raises certain expectations and means that the role of the European Union is of some relevance in this context.","Unser besonderes Anliegen ist es, daß die Europäische Union in dieser Frage dauerhaft ein Profil wahrt, selbstverständlich um so mehr, als Zypern ein Beitrittskandidat der Europäischen Union mit einem weit fortgeschrittenen Verhandlungsprozeß ist, was natürlich einige Erwartungen weckt und bedeutet, daß die Europäische Union in diesem Zusammenhang eine nicht unwichtige Rolle zu spielen hat."
9119,"In March, the Second World Water Forum will be held in The Hague.",Im März findet in Den Haag das Zweite Weltwasserforum statt.
9120,That is why we are actively pursuing the issue of a constitution for the European Union where the distribution of responsibilities is clear for all to see.,"Aus diesem Grund arbeiten wir aktiv für eine Verfassung der Europäischen Union, aus der die Verteilung der Zuständigkeiten für jeden deutlich sichtbar hervorgeht."
9121,"Mr President, ladies and gentlemen, the Commission is discussing this issue right now but it will be very surprising if its work is completed today. I am basically here to speak to you, as indicated by your agenda, on a new initiative which the Commission is proposing as just one of its responses to the major challenge of institutional reform.","Herr Präsident, meine Damen und Herren Abgeordneten, die Kommission tagt gegenwärtig und ihre Beratungen sind bei weitem noch nicht abgeschlossen."
9122,That makes sense from an economic and an ecological point of view.,Das ist wirtschaftlich und umweltpolitisch sinnvoll.
9123,This debate on the van Hulten report brings to a close one of the most traumatic periods for the European institutions since their creation in 1957.,Diese Debatte über den Bericht van Hulten schließt eine der traumatischsten Legislaturperioden für die europäischen Institutionen seit deren Gründung im Jahre 1957 ab.
9124,The principle also concerns water charging.,Hier geht es auch um die Erhebung von Wassergebühren.
9125,"In the measures that have been adopted, I note that support for people who purify their water in their own homes has been omitted. I trust that this will be remedied in the future.","Ich stelle nämlich fest, daß in der angenommenen Empfehlung keine Unterstützung für diejenigen vorgesehen ist - wobei ich darauf vertraue, daß das in Zukunft geändert wird -, bei denen die Wasserreinigung im eigenen Haus, in der Wohnung erfolgt."
9126,The debate was fixed for this morning and on that basis I had arranged to see visitors from the Balkans this evening.,"Die Aussprache war für heute morgen eingeplant, und deshalb habe ich für heute Abend ein Treffen mit Besuchern aus dem Balkan vereinbart."
9127,That of course is not specifically addressed in the White Paper except for the reference to the fact that we will be putting in place provisions - and there are already some - relating to the issue of traceability.,"Diese Frage wird im Weißbuch nicht ausdrücklich behandelt. Es wird lediglich erwähnt, daß wir Regelungen in bezug die Rückverfolgbarkeit treffen werden."
9128,"To give you an example, in both paragraphs 4 and 5 of the Dutch and German versions, the equivalents of the English words: ""in so far as"" have been omitted.","In der niederländischen wie in der deutschen Fassung wurden beispielsweise in den Ziffern 4 und 5 die vier englischen Wörter ""in so far as "" weggelassen."
9129,"Firms involved in the transport of dangerous goods and in the loading and unloading operations related to such transportation have been obliged, quite rightly, to comply with regulations regarding risk prevention, whether road, rail or inland waterway transport is involved.","Den Unternehmen, deren Tätigkeit die Gefahrgutbeförderung oder das mit dieser Beförderung zusammenhängende Verladen oder Entladen umfaßt, wurden zu Recht Vorschriften zur Risikovorbeugung auferlegt, die für die Beförderung auf Straße, Schiene oder Binnenwasserstraßen gelten."
9130,"Based on a number of recommendations, reports and communications, the Commission has made another step in the convergence process by setting out objectives and by setting up a working party of high-ranking officials.","Mit einer Reihe von Empfehlungen, Berichten und Mitteilungen ist die Kommission der Angleichung einen Schritt nähergekommen, insbesondere mit den von ihr vorgegebenen Zielsetzungen und mit der Einsetzung einer hochrangigen Beamtengruppe."
9131,Only then does it stop being a question of economic usability and start being about people having equal rights to shape their own lives.,"Nur dann geht es nicht mehr nur um wirtschaftliche Verwertbarkeit, sondern um gleichberechtigte Lebensgestaltung."
9132,"Mr President, I would like to congratulate the rapporteur on his report.","Herr Präsident, ich möchte den Berichterstatter zu seinem Bericht beglückwünschen."
9133,We are nonetheless very critical of the methods which the 14 Member States have employed on this issue.,Wir lehnen jedoch die Methoden der 14 Mitgliedstaaten in dieser Frage ab.
9134,My question in the first place concerns the opportunities the disabled have to take advantage of freedom of movement in Europe.,"Meine Frage bezog sich in erster Linie auf die Möglichkeiten der Behinderten, die Grenzen Europas zu passieren."
9135,European taxpayers need to be re-assured.,Die europäischen Steuerzahler müssen wieder Vertrauen haben können.
9136,This is nothing to write home about and means that the convergence strategy must focus on the best approaches.,"Das stimmt nicht zuversichtlich, und deshalb sollte sich die Konvergenzstrategie an den besten Ansätzen orientieren."
9137,I can also assure Parliament that I will ensure that the pertinent provisions of Directive 90/220 are included in the proposal for a recasting of Directive 70/524 that the Commission has proposed in the White Paper on food safety to present to Parliament before July 2001.,"Ich kann dem Parlament zudem versichern, daß ich dafür sorgen werde, daß die einschlägigen Bestimmungen von Richtlinie 90/220 in den von der Kommission im Weißbuch zur Lebensmittelsicherheit angekündigten Vorschlag für eine Neufassung von Richtlinie 70/524 einfließen werden. Ein entsprechender Vorschlag wird dem Parlament bis Juli 2001 zugehen."
9138,"However, there is some concern over the lack of progress made despite the good and honest intentions expressed by the European Union.","Dennoch besteht Anlaß zur Besorgnis, denn obwohl die Europäische Union gute und ehrliche Vorsätze hat, sind die Ergebnisse doch ausgesprochen dürftig."
9139,"Some kind of study has been done which has not even been read, and I believe we should carry out impact studies by way of good political practice, rather than just laying down doctrine.","Es wurde irgendeine Studie erarbeitet, die nicht einmal gelesen wurde, und ich glaube, wir sollten als gute politische Praxis die Durchführung von Verträglichkeitsprüfungen festlegen; andernfalls ist alles, was wir machen, nur Theorie."
9140,We would gain a great deal if we managed to export this model to the rest of the western Balkans with the help of the Macedonians.,"Es wäre viel gewonnen, wenn es uns gelänge, das Modell gemeinsam mit Mazedonien in die übrigen Länder des westlichen Balkans zu exportieren."
9141,"But the idea of a European Public Prosecutor, on the other hand, aims in the long term to confine the national states to a subordinate role in these matters.","Die Idee einer europäischen Staatsanwaltschaft zielt im Gegensatz dazu darauf ab, die Staaten in diesem Bereich langfristig in eine untergeordnete Rolle zu drängen."
9142,In particular we felt it was necessary to simplify the administrative and financial procedures which proved to be too cumbersome and slow in the LEADER II initiative.,"Insbesondere erscheint es uns wichtig, die Verwaltungs- und finanztechnischen Verfahren zu vereinfachen, die sich im Rahmen von LEADER II als zu schwerfällig und langsam erwiesen haben."
9143,I hope we can have further debates like this.,"Ich hoffe, es wird noch weitere Aussprachen wie diese geben."
9144,"Madam President, in the opinion of the Group of the European Liberal Democrat and Reform Party, the most important task of the Commission and the whole Union in the coming years is the successful realisation of enlargement.",Frau Präsidentin! Nach Ansicht der Fraktion Liberale und Demokratische Partei Europas besteht die wichtigste Aufgabe der Kommission und der gesamten Union in einer erfolgreichen Durchführung der Erweiterung.
9145,It must be seen to deliver.,Wir müssen diese Gleichberechtigung verwirklichen.
9146,It is also true that we note certain deficiencies which have come to light in the report.,Es sind natürlich auch gewisse Mängel im Bericht festzustellen.
9147,"However, the Committee on the Environment has tabled numerous amendments, most of which I support.","Allerdings gibt es immer noch zahlreiche Änderungsanträge von seiten des Umweltausschusses, wobei ich die meisten von ihnen unterstütze."
9148,"Then it is logical to grant discharge, because how can the current Commissioner be blamed where 1997 is concerned?","Logischerweise sollten wir daher die Entlastung erteilen, denn was kann den jetzigen Kommissionsmitgliedern vorgeworfen werden, wenn es um das Jahr 1997 geht."
9149,We share them with everyone on this earth.,Wir teilen sie mit allen Menschen auf dieser Erde.
9150,The Commission has proposed harmonising the authorisation procedure so that substances licensed before 1988 are put on an equal footing with substances authorised now.,"Hier hat nun die Kommission vorgeschlagen, eine Harmonisierung im Zulassungsverfahren durchzuführen, so daß die Stoffe, die vor 1988 zugelassen wurden, mit denen gleichgestellt sind, die jetzt zugelassen werden."
9151,"A drop in the ocean, I might say, in comparison with Europe' s structural policies.",Sie sind - wie ich sagen möchte - ein Wassertropfen im Ozean der Strukturmaßnahmen der Union.
9152,"I do not want to minimise these, but progress is being made as far as strand A cooperation with candidate countries is concerned, even if the problems related to the management procedures and to the scale of the projects still remain.","Dennoch lassen sich Fortschritte bei der Zusammenarbeit mit den Beitrittskandidatenländern im Rahmen der Ausrichtung A feststellen, auch wenn es nach wie vor Schwierigkeiten bezüglich der Verwaltungsverfahren sowie der Größe der Projekte gibt."
9153,What happens in another part of the world affects us.,"Was in anderen Teilen der Welt passiert, betrifft uns ebenfalls."
9154,"Madam President, it would really be very difficult to imagine a debate which is more in accordance with Rule 50 of our Rules of Procedure.","Nunmehr, Frau Präsidentin, ist es wirklich schwierig, eine Aussprache zu finden, die besser zu Artikel 50 unserer Geschäftsordnung paßt."
9155,The reason Mr Koch produced his sound report was because the work in the CEN and within the United Nations Economic Commission was proceeding none too expeditiously.,"Der Kollege Koch hat seinen guten Bericht gemacht, weil im CEN und auch im Rahmen der Wirtschaftskommission der Vereinten Nationen die Arbeit nicht so expeditiv gemacht wurde."
9156,"How, though, is the Union to be enlarged if we do not do the job properly now, i.e. before enlargement takes place?","Aber wie soll denn die Union erweitert werden, wenn nicht jetzt - d. h. vor der Erweiterung - Nägel mit Köpfen gemacht werden?"
9157,"The ecological disaster on the banks of the Danube is a reminder, as if we needed one, that all too often human negligence jeopardises natural resources such as water.","Die Umweltkatastrophe, die derzeit die Ufer der Donau heimsucht, erinnert uns - sofern dies noch erforderlich war - daran, daß die menschliche Nachlässigkeit allzu oft zu einer Gefährdung der natürlichen Ressourcen, wie etwa des Wassers, führt."
9158,"Although the Andersson report has gathered some positive proposals, including some that we put forward ourselves, we are still critical of some of the bases for the Commission' s proposal and we still have concerns about the strategy for modernising social protection.","Obwohl in den Bericht Andersson positive Vorschläge aufgenommen wurden, darunter auch einige, die wir vorgelegt haben, bleiben bei den Grundlagen Elemente, die wir im Vorschlag der Kommission kritisieren, und unsere Bedenken hinsichtlich der Strategie zur Modernisierung des sozialen Schutzsystems zum Teil bestehen."
9159,Acceptance of Amendment No 17 by the Commission would mean that a simple duty of notification would apply if no valid card is issued.,"Die Annahme von Änderungsantrag 17 durch die Kommission würde bedeuten, daß eine einfache Anzeigepflicht gilt, wenn kein gültiger Ausweis ausgestellt wurde."
9160,"Recently, because of political developments in Austria, there is growing unease within Europe. Political demonstrations are taking place as well as political dialogue.","In letzter Zeit ist in Europa, auch auf Grund der politischen Entwicklung in Österreich, eine zunehmende politische Besorgnis zu verzeichnen, es gibt politische Erklärungen und einen politischen Dialog."
9161,"It ought not, therefore, to be immediately interpreted as a ban.",Darum sollte es nicht sofort als Verbot interpretiert werden.
9162,"In this respect I would also add another element, which is economic government, given the single currency, and I believe this is inescapable.","Hier würde ich noch ein weiteres Element hinzufügen, nämlich die Wirtschaftsregierung, mit einer Einheitswährung - ich glaube, daß sie sich durchsetzt."
9163,Even America has now said that it is considering breaking off diplomatic relations.,"Selbst Amerika trägt sich inzwischen mit dem Gedanken, die diplomatischen Beziehungen abzubrechen."
9164,"I know that we do a great deal of good, but let us start with this very essential aspect.","Ich weiß, daß wir viele gute Dinge tun, aber wir müssen bei diesem wesentlichen Punkt ansetzen."
9165,"The World Wide Web, which has enabled the meteoric development of the information society, was developed by CERN in Geneva, once again with public aid.","Das World Wide Web, das die schwindelerregende Entwicklung der Informationsgesellschaft möglich gemacht hat, wurde durch das CERN in Genf ebenfalls mit staatlichen Fördermitteln entwickelt."
9166,"So, the concept for LEADER+ should retain all the positive aspects of previous programmes.","Außerdem ist es erforderlich, daß alle positiven Aspekte früherer Programme in das Programm LEADER+ übernommen werden."
9167,"With regard to your suggestions, Mr Jonckheer, you already know that my staff, who, although short-handed as usual, are fortunately highly qualified, are working hard to produce the register of State aids and the State aids 'scoreboard' .","Was Ihre Empfehlungen betrifft, Herr Jonckheer, so ist Ihnen bereits bekannt, daß meine Dienststellen derzeit - mit den wie immer knappen, aber hochqualifizierten Humanressourcen - aktiv an der Erstellung des Registers staatlicher Beihilfen und des ""Anzeigers "" staatlicher Beihilfen arbeiten."
9168,"This Vitorino plan is what we need: clear, precise projects with a clear, defined timetable.","Dieser Vitorino-Plan, klare präzise Projekte in klarer definierter Zeit umzusetzen, ist das, was wir brauchen."
9169,"Commissioner, I am quite familiar with the constraints imposed by the Treaties, but I believe that, it must be emphasised once again that the European economy is finding it hard to compete with the American economy, especially because of insufficiently open markets and a lack of genuine competition.","Mir sind die durch den Vertrag festgelegten Verpflichtungen durchaus bekannt, doch muß meines Erachtens auch in diesem Zusammenhang betont werden, daß die europäische Wirtschaft im Wettbewerb mit der amerikanischen auch und vor allem deswegen benachteiligt ist, weil die Märkte dem Wettbewerb nicht genügend geöffnet sind."
9170,"In addition, I am of the opinion that funding for a town or neighbourhood, especially where Community contributions are concerned, should incentivise.","Außerdem sollten von der Förderung einer Stadt oder eines Stadtviertels meiner Ansicht nach Impulse ausgehen, und zwar besonders dann, wenn es Beiträge der Gemeinschaft betrifft."
9171,"They do not want any more promises that we then fail to keep, or to see any efforts that we then fail to follow through.","Sie wollen keine weiteren Zusagen, die wir dann doch nicht einhalten, sie wollen keine Bemühungen, die wir dann doch nicht umsetzen."
9172,"Let me remind you that the Erika was sailing under a flag of convenience, that of a state applying for membership of the European Union.","Lassen Sie mich daran erinnern, daß die Erika unter der Gefälligkeitsflagge eines Staates fuhr, der Beitrittskandidat für die EU ist."
9173,"Mr President, Commissioner, I am not going to join in the unanimous chorus from my fellow Members.","Herr Präsident, Herr Kommissar, verehrte Kolleginnen und Kollegen, ich werde mich nicht dem einstimmigen Chor meiner Kollegen anschließen."
9174,The advent of the euro at the beginning of last year unleashed enormous competitive forces within European business which are being met by a merger wave of quite unprecedented proportions.,"Die Einführung des Euro zu Beginn des letzten Jahres setzte ungeheure Wettbewerbskräfte in der europäischen Wirtschaft frei, die eine Welle von Fusionen in einem bisher nicht gekannten Ausmaß auslösten."
9175,There is also a proposed amendment to both of Mrs De Palacio' s reports.,Es liegt auch ein Änderungsantrag zu beiden Berichten der Kollegin De Palacio vor.
9176,I do not believe that all the national systems of social protection should be made identical.,"Mir ist sehr wohl bekannt, wie heikel diese Fragen der Steuerpolitik oder des Sozialschutzes sind."
9177,"Paragraphs 6 and 7 of the agreement confirm that, as a general rule, the European Parliament will adopt its resolution, stating its reasons, at a plenary sitting and has one month to exercise its right of intervention before the Commission adopts the draft implementing measure.","In Punkt 6 und 7 der Vereinbarung ist festgelegt, daß das Europäische Parlament im allgemeinen seine mit Gründen versehene Entschließung im Plenum annimmt und über eine Frist von einem Monat verfügt, um von seinem Interventionsrecht vor Annahme des Entwurfs einer Durchführungsmaßnahme durch die Kommission Gebrauch zu machen."
9178,We nonetheless foresee two problems for which solutions will need to be found.,"Dennoch dürften sich zwei Probleme auftun, für die wir Lösungen finden müssen."
9179,"I actually quoted the text itself, in quotation marks.",Das war direkt nach dem Wortlauf der Verordnung zitiert - in Anführungszeichen.
9180,We agree with many of the rapporteur' s remarks but do not at all share his optimism about the Commission' s and the Council' s intentions and plans concerning social protection.,"Wir schließen uns zahlreichen Bemerkungen des Berichterstatters an, teilen jedoch in keiner Weise seinen Optimismus in bezug auf die Absichten und Pläne der Kommission und des Rates zum Sozialschutz."
9181,"Moreover, the concept of 'author' is not defined in the Treaties.",Außerdem ist in den Verträgen der Begriff des Autors/der Autorin nicht definiert.
9182,"The European Union, for its part, will need to adapt its institutions and policies in order to prepare for enlargement.",Die Europäische Union ihrerseits muß ihre Organe und ihre Politiken auf die Erweiterung einstellen.
9183,The problem has been overcome.,Dieses Problem konnte gelöst werden.
9184,"The same line is being pursued with particular vigour in the Directorate-General for the Environment, where nearly 60 per cent of directors and 20 per cent of unit heads are women.","Besonders intensiv wird diese Politik in der Generaldirektion Umwelt verfolgt, wo gegenwärtig 60 % der Direktoren und 20 % der Abteilungsleiter Frauen sind."
9185,"For this reason, it is essential that the Council' s debates on the future of Europol and Eurojust should be conducted in parallel, so that conclusions can be reached in parallel also.","Deshalb kommt es nun vor allem darauf an, daß die Aussprache des Rates über die Entwicklung von EUROPOL und EUROJUST gleichzeitig stattfindet, damit man gleichzeitig zu den entsprechenden Schlußfolgerungen kommt."
9186,"Throughout the negotiations, they were of great help and it must be said that the difficult and occasionally tiresome negotiations were nonetheless completed in record time.","Hinzufügen möchte ich noch, daß die schwierigen, manchmal sehr anstrengenden Verhandlungen in Rekordzeit abgeschlossen worden sind."
9187,"What your texts do not make apparent is the extent to which these major, high-minded objectives are compatible with the resources that the Commission intends to deploy.","Aus Ihren Vorlagen geht allerdings nicht hervor, inwieweit die großen und hochgesteckten Ziele mit den Mitteln erreichbar sind, die die Kommission einzusetzen beabsichtigt."
9188,No amendments have been proposed relating to Monday and Tuesday.,Zu Montag und Dienstag liegen keine Änderungen vor.
9189,It is very important that we include liability in that process.,"Ganz wichtig ist, daß wir auch die Haftung mit einbeziehen."
9190,"In the next resolution on the IGC, Parliament must take a long and hard look at the questions of differentiation and flexibility.",In der nächsten Entschließung zur Regierungskonferenz sollte sich das Parlament wirklich eingehend mit der Frage von Differenzierung und Flexibilität beschäftigen.
9191,Doubtless there are also a lot of protest voters on the scene that have wanted a change in Austrian policy for a long time.,"Sicher sind auch viele Protestwähler unterwegs, die seit langem eine Veränderung in der österreichischen Politik wollen."
9192,We want to encourage a process of transition to democracy and respect for human rights and fundamental freedoms.,Wir möchten den Übergang zur Demokratie fördern und die Achtung der Menschenrechte sowie der Grundfreiheiten stärken.
9193,"Does this European Parliament support the ecological principle of manufacturer' s liability, that is to say that cars, once they have reached the end of their lives, are the responsibility of the car manufacturer?","Wir haben heute eine wichtige Entscheidung zu treffen. Unterstützt das Europäische Parlament den ökologischen Grundsatz der Produzentenverantwortung, wonach für Altfahrzeuge die Hersteller zuständig sind?"
9194,These guidelines represent a step towards the improved effectiveness of Community structural aid.,Diese Orientierungen sind ein Schritt zu mehr Effizienz der gemeinschaftlichen Strukturhilfen.
9195,"Well, I, and my fellow 35 British Conservative MEPs wish it and would like you to please consider it.","Nun, ich und meine 35 Kollegen von den britischen Konservativen im Europäischen Parlament möchten Sie darum bitten."
9196,Measured by this yardstick there are a number of serious shortcomings in the new arrangements.,"Daran gemessen, wird eine Reihe schwerwiegender Mängel in den neuen Regelungen deutlich."
9197,"I am referring to Recommendations 1 and 2. After all, there is no longer mention of a European Public Prosecutor, rather, for legal reasons it has now become an independent, European authority, or ""body"" to quote Mrs Theato.","Ich beziehe mich auf die Empfehlungen 1 und 2. Es steht ja nicht mehr ein europäischer Staatsanwalt drin, sondern aus juristischen Gründen ist es nun eine unabhängige europäische Behörde geworden, vorhin in den Worten von Frau Theato ein Organismus."
9198,How do we ensure that unlawful state aid is paid back?,"Wie können wir sicherstellen, daß unrechtmäßige staatliche Beihilfen zurückgezahlt werden?"
9199,"In the Sunday papers all over Greece: the Ministry of Public Works concerning the structural fund: the Minister' s work; the Ministry of Agriculture: the Minister' s work - just a few weeks before the elections - the Ministry of Telecommunications: the work of the Minister for Telecommunications; the Ministry of Education: the work of the Minister for Education and a photograph of the Minister; the Ministry of Employment: the work of the Minister for Employment, a photograph of the Minister and a photograph of the State Secretary, and behind them all the symbols of the Community Support Framework.","In den Sonntagsausgaben des ganzen Landes: Ministerium für Öffentliche Arbeiten zu den Strukturfonds: Was der Minister geleistet hat; Landwirtschaftsministerium: Was der Landwirtschaftsminister geleistet hat - und das kurz vor den Wahlen -; Ministerium für Telekommunikation: Was der Minister für Telekommunikation geleistet hat; Bildungsministerium: Was das Ministerium geleistet hat, dazu ein Foto des Ministers; Arbeitsministerium: Was das Ministerium geleistet hat, dazu ein Foto des Ministers und ein Foto des Staatssekretärs, und das alles in Verbindung mit dem Gemeinschaftlichen Förderkonzept."
9200,"It should no longer be the case that, although Europe is an economic power, we have no political influence because, when the chips are down, we cannot offer effective aid to areas which desperately need it. I would quote Gaza as an example.","Es ist nicht länger hinnehmbar, daß Europa zwar eine Wirtschaftsmacht ist, wir aber keinen politischen Einfluß ausüben können, weil wir, wenn es darauf ankommt, Gebieten, die dringend Hilfe benötigen, keine effektive Unterstützung zu bieten vermögen."
9201,"Ten days ago I was in Westminster, so you can see, Mr Corbett, that I am not afraid of the difficulties.","Vor zehn Tagen war ich in Westminster. Wie Sie sehen, Herr Corbett, habe ich keine Angst vor Schwierigkeiten."
9202,A systematic survey of the various national regulations is needed if barriers to competition are to be dismantled. The EU' s own regulations too may therefore need to be analysed.,"Zum Abbau von Wettbewerbsbeschränkungen sollten die nationalen Regelwerke systematisch überprüft werden, und auch die Rechtsvorschriften der EU bedürfen einer Analyse."
9203,"That is why the services are already trying to revise the text, simplify its structure and make its wording easier to grasp.","Die Dienste sind deshalb bereits dabei, den Text zu überprüfen, ihn übersichtlicher zu gliedern und besser verständlich zu machen."
9204,The next item is the continuation of the Council and Commission statements on the Middle East peace process.,Nach der Tagesordnung folgt die Fortsetzung der Erklärungen des Rates und der Kommission zum Friedensprozeß im Nahen Osten.
9205,"Therefore - in summary - I await, and many of us await, your report, Commissioner Kinnock, so that we can really express our opinion on it, which is the duty of this Parliament.","Deshalb - und ich fasse zusammen - erwarte ich - wir sind viele, die warten - Ihren Bericht, Herr Kommissar Kinnock, um uns dazu zu äußern, denn eben darin besteht die Aufgabe des Parlaments."
9206,"At present, there are no common rules in this area, and we vigorously urge the Commission to make a point of harmonising the rules on repayment.","Zur Zeit gibt es keine gemeinsamen Vorschriften in diesem Bereich, und wir fordern die Kommission nachdrücklich auf, für die Harmonisierung der Vorschriften zur Rückzahlung zu sorgen."
9207,"However, in this context, Madam President, to allow us to work out the details, I should like to request that the vote on the EQUAL report be held not tomorrow but on Wednesday.","Ich bitte aber in diesem Zusammenhang, Frau Präsidentin, damit wir hier noch die Einzelheiten ausarbeiten können, die Abstimmung über den Bericht EQUAL statt morgen erst am Mittwoch vorzunehmen."
9208,"Europe will press ahead with integration; at the same time the Union will start an enlargement process which will, in the end, reunite our continent.","Europa wird in der Integration voranschreiten, und zugleich wird die Union eine Erweiterungsphase einleiten, die schließlich zur Wiedervereinigung unseres Kontinents führt."
9209,"The plea in favour of decentralisation in order to lighten the load within the Directorate-General on Competition is a kind gesture, but the way in which the Commission would like to carry this through would lead to the judiciary being stretched.","Das Plädoyer für Dezentralisierung, um die Arbeit der GD Wettbewerb zu erleichtern, wirkt sympathisch, die Art und Weise der von der Kommission beabsichtigten Ausgestaltung bringt allerdings eine Überlastung der Gerichte mit sich."
