,English,Dutch
9057,"These concern, for example, the phasing-out of heavy metals, manufacturer' s liability and the requirement for recycling.","Zoals bijvoorbeeld het afschaffen van zware metalen, de producentenverantwoordelijkheid en de eis voor recycling."
9058,"Four, to include representatives of Parliament in the monitoring committee, at least one Member per political group.",In de vierde plaats moeten er vertegenwoordigers van het Parlement in de follow-up commissie plaatsnemen. Ik denk hierbij aan minimaal één afgevaardigde per fractie.
9059,"The cultural programmes launched in years past - Kaleidoscope, Ariane and Raphael - are being replaced by a single programme, Culture 2000, where - and I must stress this here very forcefully - the rapporteur censures a position which should give the European Parliament cause for reflection - as someone said this afternoon - but which still underlines the huge importance of being part of a vast community where cultural interpretation is a democratic factor.","De culturele programma's van de afgelopen jaren - CALEIDOSCOOP, ARIANE en RAPHAEL - worden vervangen door een enkel programma, CULTUUR 2000. De rapporteur neemt hierover een standpunt in dat het Europees Parlement te denken moet geven - zoals iemand vanmiddag heeft gezegd -, maar dat benadrukt hoe belangrijk het is deel uit te maken van een grote gemeenschap waarvoor de interpretatie van de cultuur een democratische factor is."
9060,"Mr President, the fact that the different groups in this Parliament are tabling a motion for a resolution, in this ever controversial debate, which is the result of a broad consensus, seems to me to demonstrate the clear political will to decisively support open peace processes.","Mijnheer de Voorzitter, debatten over het Midden-Oosten zijn altijd heel omstreden. Het feit dat de verschillende fracties van het Parlement deze gezamenlijke ontwerpresolutie indienen op basis van een ruime consensus is volgens mij dan ook een duidelijk bewijs van de politieke wil om het vredesproces resoluut te ondersteunen."
9061,Cyprus and Malta will thus become the victims of a political game between the Council and Parliament regarding the height of the ceilings.,Cyprus en Malta worden zo de dupe van een politiek spel tussen Raad en Parlement over de hoogte van de plafonds.
9062,"Secondly, we wish to see an exact progress report on the invitations to tender and the schedule for their implementation.",In de tweede plaats willen we een nauwkeurig overzicht van de aanbestedingen die worden uitgeschreven en de wijze waarop ze worden uitgevoerd.
9063,"But, if I understand what Mr Solbes Mira says correctly, then this undertaking was only a tentative one.","Ik zeg niet dat dit goed of slecht is, maar dat het is afgesproken. Ik begrijp nu uit de woorden van de heer Solbes dat deze toezeggingen niet zo hard zijn als ze leken."
9064,"I would also ask the Commissioner to give some concrete examples of sectoral interests which are holding matters up, not only in the Commission but also in the Member States.",Voor de commissaris hoop ik dat zijn voorstel aanvaard wordt door de Commissie en de lidstaten en ik wil hem graag vragen enkele concrete voorbeelden te geven van sectorale belangen die de zaken in de Commissie en in de lidstaten blokkeren.
9065,The first concerns this Parliament.,Ten eerste voor dit Parlement.
9066,This would be necessary to keep safety standards at the level they were in northern regions previously.,Dit is nodig om het veiligheidsniveau in de noordelijke regio's te handhaven.
9067,"In a word, I shall believe your talk about human rights in Europe, fellow Members, when you acknowledge that your political opponents have the same rights as you allow yourselves.","Kortom, waarde collega's, ik geloof pas in uw verhaal over de Europese mensenrechten als u uw politieke tegenstanders dezelfde rechten toekent als uzelf."
9068,"I trust that these measures will, in a few months, give rise to a clear and convincing legal instrument - a directive, possibly - which will put an end, once and for all, to these 21st Century pirates, who deprive us all of the wealth and beauty of the sea.","Ik vertrouw erop dat deze maatregelen binnen enkele maanden zullen worden aangevuld met een duidelijk en krachtig juridisch instrument - een richtlijn misschien - waarmee voor eens en voor altijd korte metten kan worden gemaakt met deze piraten van de 21ste eeuw, die ons van de rijkdom en de schoonheid van de zee beroven."
9069,"An important part of the communication between the two institutions will obviously be to ensure that those of us who are involved in the drafting of legislation understand clearly and perfectly what it is the scientists mean, what problems they have identified, what legislation is necessary to deal with the issues they raise.","De communicatie tussen de Commissie en het bureau moet er voor een belangrijk deel op gericht zijn dat degenen die wetgevingsvoorstellen uitwerken volledig begrijpen wat de wetenschappers bedoelen, op welke problemen zij de vinger hebben gelegd, en met welke wetgeving die problemen het best te lijf kunnen worden gegaan."
9070,"Mr President, we are unable to vote for this report.","Mijnheer de Voorzitter, wij kunnen ons niet achter dit verslag scharen."
9071,The European Public Prosecutor' s Office is nothing to be afraid of. I feel there is a lot of scaremongering going on.,"Het Europees openbaar ministerie is niet iets om bang voor te zijn, allemaal spookbeelden hier om me heen."
9072,I naturally want to know whether the Commissioner is willing to incorporate the idea of equality into environmental policy and programmes.,Ik wil uiteraard graag weten of de commissaris bereid is om de idee van gelijke kansen te integreren in het milieubeleid en in de milieuprogramma's.
9073,It is really the loss of life that makes this particular disaster an extraordinary one by European standards.,"Vooral het verlies aan mensenlevens maakt deze ramp, naar Europese maatstaven gemeten, uitzonderlijk."
9074,"Mr President, I voted for the Decourrière report on the Community initiative INTERREG, mainly because of the reply Commissioner Barnier gave to some Members who took the floor and asked for this programme to make greater reference to border regions with maritime frontiers.","Mijnheer de Voorzitter, ik heb voor het verslag-Decourrière over het INTERREG-initiatief gestemd. Ik ben met name voldaan over het antwoord dat commissaris Barnier tijdens het debat heeft gegeven aan enkele sprekers die om meer aandacht hadden gevraagd voor de grensgebieden met zeegrenzen."
9075,These are four goals which have been worded in such broad terms that everyone must be able to support them.,Deze doelstellingen zijn zo ruim gesteld dat iedereen ze moet kunnen steunen.
9076,"This is not a clear case of incoherence, it is more a case of a competition between suppliers.",Dit is geen duidelijk geval van incoherentie; dit heeft veel meer te maken met concurrentie tussen leveranciers.
9077,Social and economic situation and development of the regions of the Union,Sociale en economische situatie en ontwikkeling van de regio' s in de Unie
9078,"The European Union should proclaim one general principle, to wit, that the social rights acquired in Member States may not be restricted.",De Europese Unie zou het algemene beginsel moeten aanhangen dat de verworven sociale rechten in de lidstaten niet mogen worden aangetast.
9079,Such a concern is misplaced.,Deze bezorgdheid is misplaatst.
9080,I am thinking specifically of Total-Fina in the present instance.,Ik denk in dit geval met name aan de groep Total-Fina.
9081,"This issue is before Parliament at the moment and there will be other directives dealing it, which will also come under the legal base of Article 152 which gives Parliament full competence in the areas of codecision.","Het ligt momenteel voor aan het Parlement en zal ook door andere richtlijnen worden geregeld. Ook voor die richtlijnen geldt artikel 152 als de rechtsgrondslag, zodat het Parlement aangaande de zaken die onder de medebeslissingsprocedure vallen, van al haar bevoegdheden gebruik kan maken."
9082,"When, on the other hand, the decision has been made to take a certain measure, the one chosen ought to be cost-effective so that there is in fact no resort to measures which are wholly unreasonable given their degree of effectiveness.","Als besloten is om een bepaalde maatregel te treffen, moet deze daarentegen rendabel zijn, zodat er geen inefficiënte maatregelen genomen worden."
9083,"Even though there will of course be readjustments here, FYROM will continue to show that many of the tasks that are still being dealt with in Brussels today can in future be handled in Skopje, in the country itself.","Hoewel er op dit vlak natuurlijk het een en ander wordt gereorganiseerd, zal FYROM ook in het vervolg laten zien dat veel van de taken die nu nog in Brussel worden uitgevoerd, in de toekomst in Skopje, in het land zelf kunnen worden vervuld."
9084,"This is an issue which, as you will understand, will have to be addressed at IGC level and is an issue that only a Special European Council can authorise the Portuguese Presidency to pursue, because this kind of issue falls outside the institutional framework in which the forthcoming Intergovernmental Conference will take place.","Zoals u wel zult begrijpen, moet deze aangelegenheid op het niveau van de intergouvernementele conferentie behandeld worden. Dit is een van de kwesties waarvoor alleen een buitengewone Europese Raad het Portugese voorzitterschap toestemming kan geven om hieraan voort te werken, want dit valt buiten het institutionele kader waarin de komende intergouvernementele conferentie plaatsvindt."
9085,I regard that as a very unsatisfactory state of affairs.,Ik vind dat een buitengewoon onbevredigende gang van zaken.
9086,"What we have to do, and we in the European Union are already doing it, is to guarantee Mr Kouchner all the necessary resources, and you are right, Mr Rübig, we have a duty to our citizens to explain to them regularly and openly whether or not these resources are being properly used.","Wat wij moeten doen en wat wij namens de Europese Unie ook doen, is de heer Kouchner de nodige middelen geven. U hebt evenwel gelijk, mijnheer Rübig, wanneer u zegt dat wij de plicht hebben onze burgers regelmatig en openlijk mee te delen of deze middelen nuttig gebruikt worden."
9087,"In my opinion, the timetable is not too ambitious if we believe that by 2020 we will no longer allow impurities in water and we aim at zero level quantities of impurities and toxic matter by then.",Naar mijn mening is het beslist niet te ambitieus als wij ervan uitgaan dat wij in 2020 geen verontreinigende stoffen meer in het water zullen lozen en ons ten doel stellen in dat jaar de hoeveelheid verontreinigende en giftige stoffen tot nul terug te bengen.
9088,"Mr Nielson, what we are waiting for is a good report on these inconsistencies and a number of specific proposals to eliminate these from the policy.","Commissaris Nielson, waar wij op zitten te wachten, is op een goed rapport over die incoherenties en op een aantal concrete voorstellen om die incoherenties uit het beleid te halen."
9089,"The increase in the number of CFI judges from 15 to 21 and the opportunity it has recently been accorded to have a single judge rule on specific cases are not real solutions but mere decoys, grudgingly granted, which we have become aware of after the fact.","Verder mag het Gerecht met betrekking tot een aantal zaken voortaan in volle samenstelling of onder één rechter zitting houden. Dit zijn geen echte, maar op zijn hoogst schijnbare oplossingen waarvan we ons pas in een laat stadium bewust worden."
9090,"According to the group of the Greens, this gives the car industry ample time to make the necessary preparations.",Dat is volgens de groene fractie meer dan genoeg tijd voor de auto-industrie om zich voor te bereiden.
9091,The Commission has no information regarding the impact of the construction of the Ilisu Dam on the population of the region.,De Commissie beschikt niet over gegevens betreffende de gevolgen van de bouw van de Ilisu-dam voor de bevolking in de regio.
9092,"But, Commissioner, none of this is to become less complicated in future - one only has to think of the challenges posed by the enlargement of the Union, the deepening of the internal market, technological progress, globalisation.","Mijnheer de commissaris, het wordt er voortaan echter niet eenvoudiger op: denkt u maar eens aan de uitbreiding van de Europese Unie, aan de uitdieping van de interne markt, aan de technologische vooruitgang en de mondialisering."
9093,"However, it is important, at least in Finland, as a sustainably used, slowly renewable energy source.","Turf is in ieder geval in Finland echter een belangrijke, duurzaam gebruikte, langzaam hernieuwbare energiebron."
9094,They may also adopt alternative conditions for transportation of a local nature and for ad hoc transportation.,"Ook kunnen afwijkende bepalingen worden vastgesteld voor vervoer dat tot het eigen grondgebied beperkt blijft en voor zogenaamd ""eenmalig vervoer""."
9095,"Furthermore, three quarters of our farm workers are part-time and require supplements to their incomes.",Bovendien oefent driekwart van de landbouwers hun beroep slechts in deeltijd uit en moeten zij hun inkomen op andere wijzen aanvullen.
9096,We have been asked for EUR 35 million.,Er werd ons een bedrag van 35 miljoen euro gevraagd.
9097,"We were also outraged, however, at the tolerance of the left for the tyranny, the terror and the excesses of the former USSR.","Wij zijn echter ook verbijsterd over de inschikkelijkheid van links tegenover de tirannie, de terreur en de excessen van de voormalige Sovjet-Unie."
9098,"This is a common communication which was written by the three of us, David Byrne, Erkki Liikanen and myself, but it has been passed unanimously in the Commission today.","Dit is een mededeling van de gehele Commissie. De heer Byrne, de heer Liikanen en ikzelf hebben ze geschreven, maar de Commissie heeft ze vandaag eenparig goedgekeurd."
9099,"I know that tomorrow, or the day after tomorrow, an important programme will be shown on Dutch television, in which an appeal will be made for observers. This is with the sole purpose of monitoring what exactly is going on, so that at least a record can be made, not least for the future, for human rights committees, of what has been happening.","Ik weet dat er morgen of overmorgen een groot programma op de Nederlandse televisie verschijnt en men smeekt daar om waarnemers, alleen maar om waar te nemen wat daar precies gebeurt, zodat in ieder geval wordt geregistreerd, ook voor later, voor de mensenrechtencommissies, wat er aan de hand is geweest."
9100,"I shall also mention the German Socialist Party which dares to preach to us about the second world war, when it is international socialist in the way that its peers were National Socialists, still goose-stepping, the party of the Waffen SS...","Ik zal het wel hebben over de Duitse socialisten, die ons lessen willen leren over de Tweede Wereldoorlog, maar die zelf nationaal-socialistisch zijn zoals hun collega's nationaal-socialistisch waren, altijd in het gelid, de partij van de Waffen-SS..."
9101,"Mr President, in the limited time I have, I would like to express my support for the work carried out by all the rapporteurs and my agreement with many of the things which have been said here, in particular by Mr Jonckheer, who criticised the excessive gathering of information and the lack of transparency and socio-economic balance in the granting of aid.","Mijnheer de Voorzitter, in de korte tijd waarover ik beschik, wil ik mijn steun uitspreken aan het werk van al de rapporteurs. Ik ben het eens met veel van de opmerkingen die hier zijn gemaakt."
9102,"Some seven years ago, it still looked like the European water policy was going to be sacrificed on the altar of subsidiarity.",Een jaar of zeven geleden zag het er nog naar uit dat de Europese waterpolitiek geofferd zou worden op het altaar van de subsidiariteit.
9103,The Commission does not reflect the majority in this particular Parliament.,De Commissie weerspiegelt niet de meerderheid van het Parlement in zijn huidige samenstelling.
9104,"The outcome of the discussions, as well as of the in-depth investigations which are being carried out in this area, are now being examined by the Commission.","De resultaten van dit overleg en van het grondige onderzoek dat op dit gebied is gedaan, worden op dit moment door de Commissie bestudeerd."
9105,Numerous questions are still outstanding.,Net als voorheen blijven er veel vragen onbeantwoord.
9106,I believe that this is actually a good thing.,Ik geloof dat dat ook goed is.
9107,"Our experience of previous sessions of the Human Rights Commission suggests - precisely by virtue of this coordinating role played by successive presidencies - that the European Union is very much able to uphold its status as a body with its own policy within the Commission, and it is important to maintain this.",Uit de vorige vergaderingen van de commissie mensenrechten blijkt overigens dat de Europese Unie binnen deze commissie een eigen beleid volgt en als zodanig een belangrijke rol speelt. Dit is onder meer te danken aan de coördinatie van de werkzaamheden door het voorzitterschap en wij moeten ervoor waken dat wij ook in de toekomst deze positie kunnen handhaven.
9108,Mr Schulz said earlier on that he was not certain about the definition of 'scoreboard' .,De heer Schulz merkte op een gegeven moment op dat hij de definitie van scoreboard onduidelijk vond.
9109,"In its 1998 policy paper, Agenda 2000, the Commission set out two key principles on which rural development policy should be based: the recognition of the multifunctionality of agriculture and the need for an integrated strategy for developing rural areas.","In Agenda 2000, het programmadocument van de Commissie van 1998, worden twee grondbeginselen genoemd voor het beleid ter bevordering van de plattelandsontwikkeling: ten eerste de erkenning van het multifunctionele karakter van de landbouw, en ten tweede de noodzaak van een geïntegreerde strategie voor de achtergebleven plattelandsgebieden."
9110,We are not at the moment ready to propose to stop the financing from the Structural Funds.,We achten het voorstel om de financiering uit de structuurfondsen stop te zetten op dit moment niet haalbaar.
9111,"With all due respect for the principle of competition, competition is not, however, an end in itself.","Wij staan achter het principe van mededinging, maar mededinging mag nooit een doel op zich zijn."
9112,"We have more confidence in Eurojust, where prosecutors from the individual nations cooperate.","Wij geloven meer in Eurojust, waarin nationale openbare aanklagers samenwerken."
9113,"This is ultimately cheaper, also for the consumer.","Uiteindelijk is dat goedkoper, ook voor de consumenten."
9114,"In other words, social security is a factor of production.",Sociale bescherming is met andere woorden een productieve factor.
9115,I welcome the continuation of INTERREG and the priority which it has been accorded.,Ik ben blij met de voortzetting van en de hoge prioriteit voor INTERREG.
9116,"The Intergovernmental Conference that is about to begin is important, both in a general sense and more particularly in view of the imminent enlargement.","Mijnheer de Voorzitter, waarde collega's, de op til zijnde intergouvernementele conferentie is zeer belangrijk, algemeen beschouwd, maar meer speciaal ook met het oog op de uitbreiding."
9117,"It is irresponsible of EU Member States to refuse to renew the embargo. As people have said, the situation there is extremely volatile.","Het Parlement moet dan ook een signaal afgeven, aangezien een grote meerderheid dit wenst.Dat de lidstaten van de Europese Unie weigeren het embargo te verlengen, is zonder meer onverantwoordelijk, de explosieve situatie in het land in aanmerking nemend."
9118,This convergence must be effective and specific and must commit us to action.,Dit moet zich uiten in concrete bepalingen die ons tot daden verplichten.
9119,"Given the fact that there are many houses in rural areas which are of historic interest, including small cottages, and, given the need, for a variety of reasons, to maintain rural populations and to attract people to rural areas, does not the Council agree that these objectives could be assisted if housing projects were funded in the areas covered by INTERREG?","Is de Raad het er niet mee eens dat, gezien het feit dat veel huizen, ook kleine huisjes, in plattelandsgebieden van historisch belang zijn en dat het om diverse redenen nodig is de plattelandsbevolking te handhaven en nieuwe bewoners aan te trekken, tot deze doelstellingen zou kunnen worden bijgedragen indien woningprojecten in het kader van de onder INTERREG vallende gebieden zouden worden gesubsidieerd?"
9120,"I think it will be obvious to everyone that the events in Helsinki at the end of last year and the new era in relations between the European Union and Turkey have created a new backdrop, at Community level, which we cannot ignore when it comes to relations between the two Cypriot communities.","Het is wellicht voor iedereen duidelijk dat met de conclusies van Helsinki van eind vorig jaar en de nieuwe wending in de betrekkingen tussen de Europese Unie en Turkije, het communautaire kader ingrijpend is gewijzigd. Dit heeft ook een sterke weerslag op de betrekkingen tussen de twee gemeenschappen op Cyprus."
9121,You have tacked a few components together but you have no overall structure.,"U heeft een paar losse ideeën op een hoop gegooid, maar van enige samenhang is geen sprake."
9122,"Mr President, I would like to start by congratulating Mrs Theato on her report.","Mijnheer de Voorzitter, ik zou willen beginnen met mevrouw Theato geluk te wensen met haar verslag."
9123,"Mr President, I would like to use the few seconds of speaking time to which I am entitled to point out, or remind, the representative of the Commission that, in Belgium, the government is currently pursuing a policy under which thousands and possibly tens of thousands of illegal aliens are being legalised and are to receive permanent right of residence, right to be reunited with their families, etc.","Voorzitter, ik zou van de luttele seconden spreektijd die mij gegund zijn, gebruik willen maken om de vertegenwoordiger van de Commissie erop te wijzen of eraan te herinneren dat op dit ogenblik in de lidstaat België door de regering een politiek wordt gevoerd waarbij duizenden en wellicht tienduizenden illegale vreemdelingen worden gelegaliseerd, permanent verblijfsrecht zullen krijgen, recht op gezinshereniging zullen krijgen, enzovoort."
9124,"We certainly do not want market organisation for forests, but maybe we should set up a system, perhaps in conjunction with the private insurance sector, which will make it possible to mitigate the implications for the victims in some way.","Wij willen zeker geen marktordening voor bossen, maar moeten, wellicht ook in samenwerking met particuliere verzekeraars, een systeem uitwerken waarmee wij de gevolgen voor de slachtoffers op een of andere manier kunnen verlichten."
9125,"The debates we are having these days, on a certain European country' s government, for example, show, do they not, that we must place the spiritual, moral, constitutional, community and common welfare-orientated leanings of the European Union on a firm footing, and that legally binding fundamental rights must also be incorporated into the Treaty for the same reason, as this will be a crucial stabilising factor.","Een ander belangrijk punt is dat uit de huidige debatten, onder meer over een regering van een Europees land, blijkt dat wij in het Verdrag uitdrukkelijk moeten vermelden dat de Europese Unie geestelijk en moreel op de rechtsstaat en op het gemeenschappelijk en algemeen belang gericht is en dat op basis daarvan grondrechten in het Verdrag moeten worden opgenomen. Dat zou immers een krachtige stabiliserende factor zijn."
9126,"I would like to remind the House that at second reading Parliament adopted this report containing eight amendments, including a re-instatement of the Commission' s original budget.","Ik herinner het Parlement eraan dat het in tweede lezing dit verslag met acht amendementen had aangenomen en dat het daarin ook opnieuw het oorspronkelijk door de Commissie voorgestelde krediet had opgenomen. De Commissie nam vijf van de voorgestelde amendementen over, waaronder ook het amendement betreffende het begrotingskrediet."
9127,"Mr President, let us be clear from the outset: when it comes to cooperation, coherence is far from being the watchword.","Mijnheer de Voorzitter, geachte collega's, laten we er geen doekjes om winden: wanneer het op ontwikkelingssamenwerking aankomt is de samenhang in geen velden of wegen te bekennen."
9128,The Portuguese Presidency also attaches importance to reinforcing food safety policy and I think that the Portuguese Foreign Minister and President-in-Office already referred to this aspect this morning.,"Het Portugese voorzitterschap zal ook nadruk leggen op de versterking van het beleid van voedselveiligheid, en ik dacht dat de Portugese minister van Buitenlandse Zaken en fungerend voorzitter van de Raad van de Europese Unie het hier vanmorgen ook al over had."
9129,"Some want tighter legislation, some want more clarification, others want to serve national interests.","De ene betreft een verscherping, de andere een precisering, en veel amendementen hebben een nationale inslag."
9130,These very innovative approaches provide a good opportunity to improve governance.,Deze zeer innovatieve aanpak biedt mogelijkheden tot verbetering van goed bestuur.
9131,"In my view, it will hardly enable us to present the accession activities conducted by the Union to the citizens of Cyprus and Malta as evidence of the fact that it is worth their while joining.",De werkzaamheden van de Europese Unie in verband met de toetreding zullen de burgers van Cyprus en Malta niet van de voordelen van toetreding kunnen overtuigen.
9132,The laws against racism must be harmonised.,Zo moet de antiracismewetgeving worden geharmoniseerd.
9133,"In the Netherlands, the competition authority is still in its infancy.",In Nederland staat de mededingingsautoriteit nog in de kinderschoenen.
9134,Is it the case that there is low inflation and that there are low interest rates?,Is het zo dat er lage inflatie is en een lage rente?
9135,"For example, as they stand, the Commission' s programmes will preclude us from meeting our obligations under Kyoto.","Zoals de Commissie de zaken nu bekijkt, kunnen wij bijvoorbeeld nooit de verbintenissen nakomen die wij in Kyoto zijn aangegaan."
9136,"In conclusion, while key infrastructure projects have been supported by the European Regional Development Fund and the Cohesion Fund, we should remember that the European Social Fund has played a very important role in helping the less well-off in our society.",Belangrijke infrastructuurprojecten zijn onmiskenbaar tot stand gekomen met steun van het Europees Regionaal Fonds en het Cohesiefonds. We moeten evenwel niet vergeten dat het Europees Sociaal Fonds een zeer belangrijke rol heeft gespeeld bij de ondersteuning van de minder welvarenden in onze samenleving.
9137,"Therefore, Madam President, I would ask you to request that the Commission express its opinion on this issue and that we then proceed to the vote.","Onder het voorwendsel dat er geen tekst is, wordt namelijk aan de ene kant de voorzitter van de Commissie het recht ontzegd voor dit Parlement te spreken en wordt er aan de andere kant een debat gehouden over de hervorming, terwijl het Parlement de teksten daarvan niet van tevoren kent. Daarom verzoek ik u, mevrouw de Voorzitter, eerst de Commissie te vragen om haar mening te laten horen en daarna te laten stemmen."
9138,I consider it crucial that the LIFE instrument should remain open to the participation of candidate countries from central and eastern Europe.,Het is van buitengewoon belang dat het LIFE-instrument ter beschikking blijft van de kandidaat-lidstaten uit Centraal- en Oost-Europa.
9139,Transnational strategies are intended to make it possible for disadvantaged groups to have access to jobs.,We moeten door grensoverschrijdende strategieën de benadeelde groepen toegang bieden tot de arbeidsmarkt.
9140,We must make sure that what we do makes clear sense.,Wij moeten ervoor zorgen dat wat we doen ook zinvol is.
9141,"This is the essence of how I understand the situation: we are being told that it is essential for us to reach a conclusion quickly, that, basically, the Members of Parliament should drop their claims, particularly claims on the budget, for if we do not soon, in line with the codecision procedure, get around to establishing the framework of the regulations for LIFE, then its implementation for the year 2000 is going to suffer a delay, and in the meantime the NGOs and the operators at grass roots level are waiting for our appropriations.","Het Parlement zou daartoe een toontje lager moeten zingen, met name wat zijn financiële wensen betreft. Als er via de medebeslissingsprocedure niet snel overeenstemming wordt bereikt over het kader van de Life-verordening, zo wordt er geredeneerd, zal er vertraging ontstaan bij het uitvoeren van het Life-programma voor 2000."
9142,It also forgets that enlargement means that we must get regional policy right.,En ze vergeet dat uitbreiding gepaard moet gaan met aanpassingen van het regionaal beleid.
9143,"Therefore, more than making amendments, we will have to implement measures to control what is already being done, apart from some supplementary requirements with regard to reviews, especially in relation to the age of the different vessels.","In plaats van regels te wijzigen, moeten er dus veeleer maatregelen worden genomen voor controle op hetgeen nu al gedaan wordt. Wel moeten er bij inspecties enkele aanvullende eisen worden gesteld, vooral in verband met de ouderdom van schepen."
9144,"I sincerely hope that, in the interests of improving the safety and quality of life of the people living in the Middle East, all the key protagonists will move forward quickly, in the very near future, so as to reach an overall agreement on all the key matters which need to be resolved.",In het belang van een betere veiligheid en kwaliteit van het leven voor de bevolking in het Midden-Oosten hoop ik van harte dat alle hoofdrolspelers in de nabije toekomst de draad van de onderhandelingen weer oppakken om een overkoepelend akkoord te sluiten dat een oplossing biedt voor alle essentiële problemen.
9145,"Third, standards in European public life must be upheld.",Op de derde plaats is het zaak normen en waarden vast te stellen voor het Europese openbaar bestuur.
9146,I appreciate and fully support his point on the need for multiple policies and a multi-disciplinary approach and also the need to combat the underlying causes of exclusion which can lead to homelessness and include the problem of drug dependency.,Ik heb begrip en steun voor zijn argument met betrekking tot de noodzaak van een meersporenbeleid en een multidisciplinaire benadering. Ik ben eveneens van mening dat er een noodzaak bestaat om de onderliggende oorzaken van maatschappelijk isolement te bestrijden die tot dakloosheid leiden.
9147,"Proposals are drawn up by Member States and are submitted for approval to the European Commission, which checks their conformity with the general guidelines, adopted.",De voorstellen zijn door de lidstaten gedaan en ter goedkeuring aan de Europese Commissie voorgelegd. Deze instelling bekijkt of de voorstellen overeenkomen met de vastgestelde algemene richtsnoeren.
9148,"I am in favour of social protection, I am in favour of the original Commission document, but I do not want to see people priced out of jobs because social protection costs become unrealistically high.","Ik ben voor sociale bescherming, en ik ben het ook eens met het oorspronkelijke document van de Commissie, maar ik wil niet dat mensen hun baan kwijtraken doordat de kosten van sociale bescherming onrealistisch hoog worden."
9149,"What I do not understand is why this has to come at a price, as it were, that is, of having to dispense with independent - and I stress, independent - prior approval.","Wat ik niet begrijp, is dat de prijs hiervoor de afschaffing van onafhankelijke controles vooraf is - ik leg de nadruk op onafhankelijke."
9150,"One of the major problems in this area was that if you do something wrong, especially when it comes to revenue of the European Union, then this will be termed an irregularity in one country and a crime in another.","Een van de grote problemen op dat gebied was dat als je iets verkeerds doet, en dan gaat het vooral over de inkomsten van de Europese Unie, dat in het ene land een onregelmatigheid is en in het andere land een misdaad."
9151,"As has also been pointed out, in summer 1998 the Commission submitted a communication listing a very wide variety of areas where measures need to be taken, such as information, further training - an important area, cooperation between the euro-states and of course even beyond them, and measures under criminal law.","De Commissie heeft in de zomer van 1998 een mededeling gepresenteerd - daarop werd ook al gewezen - waarin de meest uiteenlopende gebieden werden opgesomd waarop maatregelen moeten worden getroffen: voorlichting, bijscholing - een erg belangrijk punt - samenwerking tussen de eurolanden, en natuurlijk ook bredere samenwerking op strafrechtelijk gebied."
9152,"The Council' s common position was to say that car manufacturers should bear all, or a significant part, of the costs of recovery and recycling.",Het gemeenschappelijk standpunt van de Raad houdt in dat de automobielfabrikanten de kosten van terugname en recycling volledig of grotendeels op zich moeten nemen.
9153,"As Commissioner Liikanen keeps saying on his travels, we have a head start here in Europe in the area of mobile telecommunications.","Om af te ronden wil ik nog iets zeggen over de internetrevolutie. Zoals commissaris Liikanen op zijn reizen zegt, hebben wij in Europa een voorsprong op het gebied van mobiliteit."
9154,"As you know, both we and the Council have addressed this issue appropriately. In specific terms, we have been able to find a common language in terms of the mandate given to the Commission for the next round of WTO negotiations, at which this will be a central issue.","Zoals u weet, behandelen wij en behandelde de Raad deze kwestie afdoende en hebben wij de Commissie met name een mandaat verleend om hierover te onderhandelen tijdens de volgende WTO- ronde, waar deze kwestie centraal staat."
9155,"Mr President, it is difficult to summarise the areas covered by such a large and complex directive.","Mijnheer de Voorzitter, het is niet gemakkelijk een samenvatting te geven van al de vraagstukken die in deze zo belangrijke en ingewikkelde richtlijn aan de orde komen."
9156,"Social convergence is also needed before the enlargement of the Union, partly in order to strengthen the social model and partly to combat the risk of social dumping.","De sociale convergentie moet vóór de uitbreiding rond zijn, enerzijds om het sociale model te versterken, anderzijds om het risico van sociale dumping te vermijden."
9157,"We all regret that the European Committee for Standardisation (CEN) has not been able, in the required time, to carry out the amendment of the provisions necessary for the required harmonisation within the European Union.",Wij betreuren het allemaal dat het Europees Comité voor Normalisatie (CEN) niet binnen de vereiste tijd de noodzakelijke wijziging van de bepalingen heeft kunnen voltooien om tot een adequate harmonisatie in het kader van de Europese Unie te komen.
9158,"If you do not, we must reserve the right to refer this report back to committee and then negotiate this sensitive point with you, exactly as we did with the seed directive.","Mocht dit niet zo zijn, dan moeten wij ons het recht voorbehouden dit verslag naar de commissie terug te verwijzen en net als bij de zaaigoedrichtlijn met u in onderhandeling te gaan over dit gevoelige punt."
9159,"It is precisely this which, in a sense, is hindering the important process of developing codecision within the legislative programme.",En dat is nu precies wat een belangrijke ontwikkeling in de weg staat namelijk de uitwerking van de medebeslissing in het wetgevend programma.
9160,"Subsidies distort allocations, both within and between countries.","Subsidies trekken bovendien het allocatiebeleid scheef, zowel in de landen als tussen de landen onderling."
9161,"Madame McNally, in general, I am myself rather concerned at the increasing number of problems we are having with the translations.","Mevrouw McNally, ook mij baart het zorgen dat de vertalingen steeds vaker problemen opleveren."
9162,They also foreshadow a real European regional planning policy within our enlarged Union.,Deze initiatieven vormen de voorbode van een daadwerkelijk Europees beleid voor ruimtelijke ordening binnen de Unie na de uitbreiding.
9163,My second question concerns the burden of proof.,Mijn tweede vraag betreft de bewijslast.
9164,"Let me point out, in passing, that the Commission President, Mr Prodi, is also a Council member, and he has every intention of making use of this position and this role, alongside the Heads of State and Government, particularly during the final period.","Ik wil overigens opmerken dat de voorzitter van de Commissie, de heer Prodi, deel uitmaakt van de Raad. Hij wil van deze plaats en rol naast de staatshoofden en regeringsleiders gebruik maken, zeker aan het eind van de onderhandelingen."
